編號,交易日期,契約,到期月份(週別),收盤價,交易時段,類型,剩餘天數,價平
2088,2020/6/18,MTX,202007,11396,一般,近月,17,11400
2088,2020/6/18,MTX,202008,11233,一般,遠月,42,11200
2089,2020/6/19,MTX,202006W4,11567,盤後,近週,3,11550
2089,2020/6/19,MTX,202007,11425,盤後,近月,16,11400
2089,2020/6/19,MTX,202008,11263,盤後,遠月,41,11300
2090,2020/6/19,MTX,202006W4,11554,一般,近週,3,11550
2090,2020/6/19,MTX,202007,11410,一般,近月,16,11400
2090,2020/6/19,MTX,202008,11247,一般,遠月,41,11200
2091,2020/6/22,MTX,202006W4,11504,盤後,近週,2,11500
2091,2020/6/22,MTX,202007,11352,盤後,近月,15,11400
2091,2020/6/22,MTX,202008,11194,盤後,遠月,40,11200
2092,2020/6/22,MTX,202006W4,11567,一般,近週,2,11550
2092,2020/6/22,MTX,202007,11418,一般,近月,15,11400
2092,2020/6/22,MTX,202008,11248,一般,遠月,40,11200
2093,2020/6/23,MTX,202006W4,11619,盤後,近週,1,11600
2093,2020/6/23,MTX,202007,11472,盤後,近月,14,11500
2093,2020/6/23,MTX,202008,11299,盤後,遠月,39,11300
2094,2020/6/23,MTX,202006W4,11603,一般,近週,1,11600
2094,2020/6/23,MTX,202007,11454,一般,近月,14,11500
2094,2020/6/23,MTX,202008,11285,一般,遠月,39,11300
2095,2020/6/24,MTX,202006W4,11653,盤後,近週,0,11650
2095,2020/6/24,MTX,202007,11508,盤後,近月,13,11500
2095,2020/6/24,MTX,202008,11332,盤後,遠月,38,11300
2096,2020/6/24,MTX,202006W4,11652,一般,近週,0,11650
2096,2020/6/24,MTX,202007,11526,一般,近月,13,11500
2096,2020/6/24,MTX,202007W1,11635,一般,遠週,3,11650
2096,2020/6/24,MTX,202008,11352,一般,遠月,38,11400
2097,2020/6/29,MTX,202007W1,11556,盤後,近週,2,11550
2097,2020/6/29,MTX,202007,11436,盤後,近月,12,11400
2097,2020/6/29,MTX,202008,11273,盤後,遠月,37,11300
2098,2020/6/29,MTX,202007W1,11483,一般,近週,2,11500
2098,2020/6/29,MTX,202007,11362,一般,近月,12,11400
2098,2020/6/29,MTX,202008,11196,一般,遠月,37,11200
2099,2020/6/30,MTX,202007W1,11566,盤後,近週,1,11550
2099,2020/6/30,MTX,202007,11448,盤後,近月,11,11400
2099,2020/6/30,MTX,202008,11280,盤後,遠月,36,11300
2100,2020/6/30,MTX,202007W1,11589,一般,近週,1,11600
2100,2020/6/30,MTX,202007,11471,一般,近月,11,11500
2100,2020/6/30,MTX,202008,11298,一般,遠月,36,11300
2101,2020/7/1,MTX,202007W1,11605,盤後,近週,0,11600
2101,2020/7/1,MTX,202007,11479,盤後,近月,10,11500
2101,2020/7/1,MTX,202008,11308,盤後,遠月,35,11300
2102,2020/7/1,MTX,202007W1,11702,一般,近週,0,11700
2102,2020/7/1,MTX,202007,11545,一般,近月,10,11500
2102,2020/7/1,MTX,202007W2,11604,一般,遠週,5,11600
2102,2020/7/1,MTX,202008,11374,一般,遠月,35,11400
2103,2020/7/2,MTX,202007W2,11666,盤後,近週,4,11650
2103,2020/7/2,MTX,202007,11583,盤後,近月,9,11600
2103,2020/7/2,MTX,202008,11409,盤後,遠月,34,11400
2104,2020/7/2,MTX,202007W2,11755,一般,近週,4,11750
2104,2020/7/2,MTX,202007,11696,一般,近月,9,11700
2104,2020/7/2,MTX,202008,11521,一般,遠月,34,11500
2105,2020/7/3,MTX,202007W2,11845,盤後,近週,3,11850
2105,2020/7/3,MTX,202007,11783,盤後,近月,8,11800
2105,2020/7/3,MTX,202008,11609,盤後,遠月,33,11600
2106,2020/7/3,MTX,202007W2,11891,一般,近週,3,11900
2106,2020/7/3,MTX,202007,11836,一般,近月,8,11800
2106,2020/7/3,MTX,202008,11662,一般,遠月,33,11700
2107,2020/7/6,MTX,202007W2,11929,盤後,近週,2,11950
2107,2020/7/6,MTX,202007,11875,盤後,近月,7,11900
2107,2020/7/6,MTX,202008,11700,盤後,遠月,32,11700
2108,2020/7/6,MTX,202007W2,12115,一般,近週,2,12100
2108,2020/7/6,MTX,202007,12068,一般,近月,7,12100
2108,2020/7/6,MTX,202008,11907,一般,遠月,32,11900
2109,2020/7/7,MTX,202007W2,12172,盤後,近週,1,12150
2109,2020/7/7,MTX,202007,12136,盤後,近月,6,12100
2109,2020/7/7,MTX,202008,11977,盤後,遠月,31,12000
2110,2020/7/7,MTX,202007W2,12077,一般,近週,1,12100
2110,2020/7/7,MTX,202007,12027,一般,近月,6,12000
2110,2020/7/7,MTX,202008,11869,一般,遠月,31,11900
2111,2020/7/8,MTX,202007W2,12052,盤後,近週,0,12050
2111,2020/7/8,MTX,202007,11992,盤後,近月,5,12000
2111,2020/7/8,MTX,202008,11836,盤後,遠月,30,11800
2112,2020/7/8,MTX,202007W2,12176,一般,近週,0,12200
2112,2020/7/8,MTX,202007,12126,一般,近月,5,12150
2112,2020/7/8,MTX,202008,11965,一般,遠月,30,12000
2113,2020/7/9,MTX,202007,12201,盤後,近月,4,12200
2113,2020/7/9,MTX,202008,12038,盤後,遠月,29,12000
2114,2020/7/9,MTX,202007,12148,一般,近月,4,12150
2114,2020/7/9,MTX,202008,11982,一般,遠月,29,12000
2115,2020/7/10,MTX,202007,12188,盤後,近月,3,12200
2115,2020/7/10,MTX,202008,12018,盤後,遠月,28,12000
2116,2020/7/10,MTX,202007,11997,一般,近月,3,12000
2116,2020/7/10,MTX,202008,11829,一般,遠月,28,11800
2117,2020/7/13,MTX,202007,12092,盤後,近月,2,12100
2117,2020/7/13,MTX,202008,11920,盤後,遠月,27,11900
2118,2020/7/13,MTX,202007,12207,一般,近月,2,12200
2118,2020/7/13,MTX,202008,12031,一般,遠月,27,12000
2119,2020/7/14,MTX,202007,12147,盤後,近月,1,12150
2119,2020/7/14,MTX,202008,11975,盤後,遠月,26,12000
2120,2020/7/14,MTX,202007,12187,一般,近月,1,12200
2120,2020/7/14,MTX,202008,12029,一般,遠月,26,12000
2121,2020/7/15,MTX,202007,12264,盤後,近月,0,12250
2121,2020/7/15,MTX,202008,12107,盤後,遠月,25,12100
2122,2020/7/15,MTX,202007,12220,一般,近月,0,12200
2122,2020/7/15,MTX,202007W4,12212,一般,遠週,5,12200
2122,2020/7/15,MTX,202008,12084,一般,遠月,25,12100
2123,2020/7/16,MTX,202007W4,12226,盤後,近週,4,12250
2123,2020/7/16,MTX,202008,12102,盤後,近月,24,12100
2123,2020/7/16,MTX,202009,12059,盤後,遠月,44,12100
2124,2020/7/16,MTX,202007W4,12161,一般,近週,4,12150
2124,2020/7/16,MTX,202008,12031,一般,近月,24,12000
2124,2020/7/16,MTX,202009,11988,一般,遠月,44,12000
2125,2020/7/17,MTX,202007W4,12179,盤後,近週,3,12200
2125,2020/7/17,MTX,202008,12049,盤後,近月,23,12000
2125,2020/7/17,MTX,202009,12009,盤後,遠月,43,12000
2126,2020/7/17,MTX,202007W4,12169,一般,近週,3,12150
2126,2020/7/17,MTX,202008,12039,一般,近月,23,12000
2126,2020/7/17,MTX,202009,11997,一般,遠月,43,12000
2127,2020/7/20,MTX,202007W4,12174,盤後,近週,2,12150
2127,2020/7/20,MTX,202008,12043,盤後,近月,22,12000
2127,2020/7/20,MTX,202009,12002,盤後,遠月,42,12000
2128,2020/7/20,MTX,202007W4,12168,一般,近週,2,12150
2128,2020/7/20,MTX,202008,12033,一般,近月,22,12000
2128,2020/7/20,MTX,202009,11986,一般,遠月,42,12000
2129,2020/7/21,MTX,202007W4,12244,盤後,近週,1,12250
2129,2020/7/21,MTX,202008,12109,盤後,近月,21,12100
2129,2020/7/21,MTX,202009,12065,盤後,遠月,41,12100
2130,2020/7/21,MTX,202007W4,12420,一般,近週,1,12400
2130,2020/7/21,MTX,202008,12292,一般,近月,21,12300
2130,2020/7/21,MTX,202009,12242,一般,遠月,41,12200
2131,2020/7/22,MTX,202007W4,12406,盤後,近週,0,12400
2131,2020/7/22,MTX,202008,12271,盤後,近月,20,12300
2131,2020/7/22,MTX,202009,12222,盤後,遠月,40,12200
2132,2020/7/22,MTX,202007W4,12451,一般,近週,0,12450
2132,2020/7/22,MTX,202008,12333,一般,近月,20,12300
2132,2020/7/22,MTX,202007W5,12421,一般,遠週,5,12400
2132,2020/7/22,MTX,202009,12279,一般,遠月,40,12300
2133,2020/7/23,MTX,202007W5,12417,盤後,近週,4,12400
2133,2020/7/23,MTX,202008,12326,盤後,近月,19,12300
2133,2020/7/23,MTX,202009,12275,盤後,遠月,39,12300
2134,2020/7/23,MTX,202007W5,12386,一般,近週,4,12400
2134,2020/7/23,MTX,202008,12288,一般,近月,19,12300
2134,2020/7/23,MTX,202009,12238,一般,遠月,39,12200
2135,2020/7/24,MTX,202007W5,12307,盤後,近週,3,12300
2135,2020/7/24,MTX,202008,12205,盤後,近月,18,12200
2135,2020/7/24,MTX,202009,12154,盤後,遠月,38,12200
2136,2020/7/24,MTX,202007W5,12255,一般,近週,3,12250
2136,2020/7/24,MTX,202008,12149,一般,近月,18,12100
2136,2020/7/24,MTX,202009,12095,一般,遠月,38,12100
2137,2020/7/27,MTX,202007W5,12462,盤後,近週,2,12450
2137,2020/7/27,MTX,202008,12364,盤後,近月,17,12400
2137,2020/7/27,MTX,202009,12306,盤後,遠月,37,12300
2138,2020/7/27,MTX,202007W5,12603,一般,近週,2,12600
2138,2020/7/27,MTX,202008,12502,一般,近月,17,12500
2138,2020/7/27,MTX,202009,12446,一般,遠月,37,12400
2139,2020/7/28,MTX,202007W5,12899,盤後,近週,1,12900
2139,2020/7/28,MTX,202008,12800,盤後,近月,16,12800
2139,2020/7/28,MTX,202009,12744,盤後,遠月,36,12700
2140,2020/7/28,MTX,202007W5,12561,一般,近週,1,12550
2140,2020/7/28,MTX,202008,12454,一般,近月,16,12500
2140,2020/7/28,MTX,202009,12394,一般,遠月,36,12400
2141,2020/7/29,MTX,202007W5,12518,盤後,近週,0,12500
2141,2020/7/29,MTX,202008,12391,盤後,近月,15,12400
2141,2020/7/29,MTX,202009,12336,盤後,遠月,35,12300
2142,2020/7/29,MTX,202007W5,12529,一般,近週,0,12550
2142,2020/7/29,MTX,202008,12424,一般,近月,15,12400
2142,2020/7/29,MTX,202008W1,12503,一般,遠週,5,12500
2142,2020/7/29,MTX,202009,12371,一般,遠月,35,12400
2143,2020/7/30,MTX,202008W1,12720,盤後,近週,4,12700
2143,2020/7/30,MTX,202008,12645,盤後,近月,14,12600
2143,2020/7/30,MTX,202009,12587,盤後,遠月,34,12600
2144,2020/7/30,MTX,202008W1,12675,一般,近週,4,12700
2144,2020/7/30,MTX,202008,12597,一般,近月,14,12600
2144,2020/7/30,MTX,202009,12540,一般,遠月,34,12500
2145,2020/7/31,MTX,202008W1,12679,盤後,近週,3,12700
2145,2020/7/31,MTX,202008,12590,盤後,近月,13,12600
2145,2020/7/31,MTX,202009,12535,盤後,遠月,33,12500
2146,2020/7/31,MTX,202008W1,12660,一般,近週,3,12650
2146,2020/7/31,MTX,202008,12575,一般,近月,13,12600
2146,2020/7/31,MTX,202009,12517,一般,遠月,33,12500
2147,2020/8/3,MTX,202008W1,12635,盤後,近週,2,12650
2147,2020/8/3,MTX,202008,12547,盤後,近月,12,12500
2147,2020/8/3,MTX,202009,12491,盤後,遠月,32,12500
2148,2020/8/3,MTX,202008W1,12529,一般,近週,2,12550
2148,2020/8/3,MTX,202008,12443,一般,近月,12,12400
2148,2020/8/3,MTX,202009,12386,一般,遠月,32,12400
2149,2020/8/4,MTX,202008W1,12583,盤後,近週,1,12600
2149,2020/8/4,MTX,202008,12495,盤後,近月,11,12500
2149,2020/8/4,MTX,202009,12435,盤後,遠月,31,12400
2150,2020/8/4,MTX,202008W1,12710,一般,近週,1,12700
2150,2020/8/4,MTX,202008,12629,一般,近月,11,12600
2150,2020/8/4,MTX,202009,12574,一般,遠月,31,12600
2151,2020/8/5,MTX,202008W1,12769,盤後,近週,0,12750
2151,2020/8/5,MTX,202008,12693,盤後,近月,10,12700
2151,2020/8/5,MTX,202009,12634,盤後,遠月,30,12600
2152,2020/8/5,MTX,202008W1,12794,一般,近週,0,12800
2152,2020/8/5,MTX,202008,12743,一般,近月,10,12700
2152,2020/8/5,MTX,202008W2,12791,一般,遠週,5,12800
2152,2020/8/5,MTX,202009,12685,一般,遠月,30,12700
2153,2020/8/6,MTX,202008W2,12868,盤後,近週,4,12850
2153,2020/8/6,MTX,202008,12822,盤後,近月,9,12800
2153,2020/8/6,MTX,202009,12758,盤後,遠月,29,12800
2154,2020/8/6,MTX,202008W2,12885,一般,近週,4,12900
2154,2020/8/6,MTX,202008,12836,一般,近月,9,12800
2154,2020/8/6,MTX,202009,12778,一般,遠月,29,12800
2155,2020/8/7,MTX,202008W2,12914,盤後,近週,3,12900
2155,2020/8/7,MTX,202008,12865,盤後,近月,8,12900
2155,2020/8/7,MTX,202009,12804,盤後,遠月,28,12800
2156,2020/8/7,MTX,202008W2,12810,一般,近週,3,12800
2156,2020/8/7,MTX,202008,12760,一般,近月,8,12800
2156,2020/8/7,MTX,202009,12703,一般,遠月,28,12700
2157,2020/8/10,MTX,202008W2,12829,盤後,近週,2,12850
2157,2020/8/10,MTX,202008,12781,盤後,近月,7,12800
2157,2020/8/10,MTX,202009,12723,盤後,遠月,27,12700
2158,2020/8/10,MTX,202008W2,12897,一般,近週,2,12900
2158,2020/8/10,MTX,202008,12856,一般,近月,7,12900
2158,2020/8/10,MTX,202009,12797,一般,遠月,27,12800
2159,2020/8/11,MTX,202008W2,12868,盤後,近週,1,12850
2159,2020/8/11,MTX,202008,12820,盤後,近月,6,12800
2159,2020/8/11,MTX,202009,12763,盤後,遠月,26,12800
2160,2020/8/11,MTX,202008W2,12771,一般,近週,1,12750
2160,2020/8/11,MTX,202008,12737,一般,近月,6,12700
2160,2020/8/11,MTX,202009,12682,一般,遠月,26,12700
2161,2020/8/12,MTX,202008W2,12745,盤後,近週,0,12750
2161,2020/8/12,MTX,202008,12699,盤後,近月,5,12700
2161,2020/8/12,MTX,202009,12643,盤後,遠月,25,12600
2162,2020/8/12,MTX,202008W2,12659,一般,近週,0,12650
2162,2020/8/12,MTX,202008,12656,一般,近月,5,12650
2162,2020/8/12,MTX,202009,12599,一般,遠月,25,12600
2163,2020/8/13,MTX,202008,12789,盤後,近月,4,12800
2163,2020/8/13,MTX,202009,12732,盤後,遠月,24,12700
2164,2020/8/13,MTX,202008,12726,一般,近月,4,12750
2164,2020/8/13,MTX,202009,12666,一般,遠月,24,12700
2165,2020/8/14,MTX,202008,12705,盤後,近月,3,12700
2165,2020/8/14,MTX,202009,12649,盤後,遠月,23,12600
2166,2020/8/14,MTX,202008,12790,一般,近月,3,12800
2166,2020/8/14,MTX,202009,12733,一般,遠月,23,12700
2167,2020/8/17,MTX,202008,12760,盤後,近月,2,12750
2167,2020/8/17,MTX,202009,12708,盤後,遠月,22,12700
2168,2020/8/17,MTX,202008,12955,一般,近月,2,12950
2168,2020/8/17,MTX,202009,12899,一般,遠月,22,12900
2169,2020/8/18,MTX,202008,12986,盤後,近月,1,13000
2169,2020/8/18,MTX,202009,12933,盤後,遠月,21,12900
2170,2020/8/18,MTX,202008,12876,一般,近月,1,12900
2170,2020/8/18,MTX,202009,12830,一般,遠月,21,12800
2171,2020/8/19,MTX,202008,12903,盤後,近月,0,12900
2171,2020/8/19,MTX,202009,12853,盤後,遠月,20,12900
2172,2020/8/19,MTX,202008,12807,一般,近月,0,12800
2172,2020/8/19,MTX,202008W4,12787,一般,遠週,5,12800
2172,2020/8/19,MTX,202009,12751,一般,遠月,20,12800
2173,2020/8/20,MTX,202008W4,12752,盤後,近週,4,12750
2173,2020/8/20,MTX,202009,12719,盤後,近月,19,12700
2173,2020/8/20,MTX,202010,12671,盤後,遠月,41,12700
2174,2020/8/20,MTX,202008W4,12345,一般,近週,4,12350
2174,2020/8/20,MTX,202009,12307,一般,近月,19,12300
2174,2020/8/20,MTX,202010,12255,一般,遠月,41,12300
2175,2020/8/21,MTX,202008W4,12474,盤後,近週,3,12450
2175,2020/8/21,MTX,202009,12423,盤後,近月,18,12400
2175,2020/8/21,MTX,202010,12372,盤後,遠月,40,12400
2176,2020/8/21,MTX,202008W4,12592,一般,近週,3,12600
2176,2020/8/21,MTX,202009,12551,一般,近月,18,12600
2176,2020/8/21,MTX,202010,12497,一般,遠月,40,12500
2177,2020/8/24,MTX,202008W4,12598,盤後,近週,2,12600
2177,2020/8/24,MTX,202009,12552,盤後,近月,17,12600
2177,2020/8/24,MTX,202010,12505,盤後,遠月,39,12500
2178,2020/8/24,MTX,202008W4,12639,一般,近週,2,12650
2178,2020/8/24,MTX,202009,12603,一般,近月,17,12600
2178,2020/8/24,MTX,202010,12555,一般,遠月,39,12600
2179,2020/8/25,MTX,202008W4,12670,盤後,近週,1,12650
2179,2020/8/25,MTX,202009,12631,盤後,近月,16,12600
2179,2020/8/25,MTX,202010,12581,盤後,遠月,38,12600
2180,2020/8/25,MTX,202008W4,12769,一般,近週,1,12750
2180,2020/8/25,MTX,202009,12736,一般,近月,16,12700
2180,2020/8/25,MTX,202010,12688,一般,遠月,38,12700
2181,2020/8/26,MTX,202008W4,12786,盤後,近週,0,12800
2181,2020/8/26,MTX,202009,12746,盤後,近月,15,12700
2181,2020/8/26,MTX,202010,12694,盤後,遠月,37,12700
2182,2020/8/26,MTX,202008W4,12799,一般,近週,0,12800
2182,2020/8/26,MTX,202009,12795,一般,近月,15,12800
2182,2020/8/26,MTX,202009W1,12827,一般,遠週,5,12850
2182,2020/8/26,MTX,202010,12744,一般,遠月,37,12700
2183,2020/8/27,MTX,202009W1,12892,盤後,近週,4,12900
2183,2020/8/27,MTX,202009,12865,盤後,近月,14,12900
2183,2020/8/27,MTX,202010,12815,盤後,遠月,36,12800
2184,2020/8/27,MTX,202009W1,12786,一般,近週,4,12800
2184,2020/8/27,MTX,202009,12758,一般,近月,14,12800
2184,2020/8/27,MTX,202010,12712,一般,遠月,36,12700
2185,2020/8/28,MTX,202009W1,12763,盤後,近週,3,12750
2185,2020/8/28,MTX,202009,12725,盤後,近月,13,12700
2185,2020/8/28,MTX,202010,12683,盤後,遠月,35,12700
2186,2020/8/28,MTX,202009W1,12720,一般,近週,3,12700
2186,2020/8/28,MTX,202009,12690,一般,近月,13,12700
2186,2020/8/28,MTX,202010,12643,一般,遠月,35,12600
2187,2020/8/31,MTX,202009W1,12757,盤後,近週,2,12750
2187,2020/8/31,MTX,202009,12731,盤後,近月,12,12700
2187,2020/8/31,MTX,202010,12688,盤後,遠月,34,12700
2188,2020/8/31,MTX,202009W1,12622,一般,近週,2,12600
2188,2020/8/31,MTX,202009,12590,一般,近月,12,12600
2188,2020/8/31,MTX,202010,12545,一般,遠月,34,12500
2189,2020/9/1,MTX,202009W1,12577,盤後,近週,1,12600
2189,2020/9/1,MTX,202009,12548,盤後,近月,11,12500
2189,2020/9/1,MTX,202010,12502,盤後,遠月,33,12500
2190,2020/9/1,MTX,202009W1,12707,一般,近週,1,12700
2190,2020/9/1,MTX,202009,12692,一般,近月,11,12700
2190,2020/9/1,MTX,202010,12643,一般,遠月,33,12600
2191,2020/9/2,MTX,202009W1,12755,盤後,近週,0,12750
2191,2020/9/2,MTX,202009,12738,盤後,近月,10,12700
2191,2020/9/2,MTX,202010,12690,盤後,遠月,32,12700
2192,2020/9/2,MTX,202009W1,12668,一般,近週,0,12650
2192,2020/9/2,MTX,202009,12692,一般,近月,10,12700
2192,2020/9/2,MTX,202009W2,12716,一般,遠週,5,12700
2192,2020/9/2,MTX,202010,12642,一般,遠月,32,12600
2193,2020/9/3,MTX,202009W2,12779,盤後,近週,4,12800
2193,2020/9/3,MTX,202009,12770,盤後,近月,9,12800
2193,2020/9/3,MTX,202010,12720,盤後,遠月,31,12700
2194,2020/9/3,MTX,202009W2,12753,一般,近週,4,12750
2194,2020/9/3,MTX,202009,12734,一般,近月,9,12700
2194,2020/9/3,MTX,202010,12685,一般,遠月,31,12700
2195,2020/9/4,MTX,202009W2,12596,盤後,近週,3,12600
2195,2020/9/4,MTX,202009,12577,盤後,近月,8,12600
2195,2020/9/4,MTX,202010,12530,盤後,遠月,30,12500
2196,2020/9/4,MTX,202009W2,12630,一般,近週,3,12650
2196,2020/9/4,MTX,202009,12609,一般,近月,8,12600
2196,2020/9/4,MTX,202010,12557,一般,遠月,30,12600
2197,2020/9/7,MTX,202009W2,12602,盤後,近週,2,12600
2197,2020/9/7,MTX,202009,12579,盤後,近月,7,12600
2197,2020/9/7,MTX,202010,12529,盤後,遠月,29,12500
2198,2020/9/7,MTX,202009W2,12598,一般,近週,2,12600
2198,2020/9/7,MTX,202009,12583,一般,近月,7,12600
2198,2020/9/7,MTX,202010,12531,一般,遠月,29,12500
2199,2020/9/8,MTX,202009W2,12651,盤後,近週,1,12650
2199,2020/9/8,MTX,202009,12637,盤後,近月,6,12600
2199,2020/9/8,MTX,202010,12587,盤後,遠月,28,12600
2200,2020/9/8,MTX,202009W2,12683,一般,近週,1,12700
2200,2020/9/8,MTX,202009,12670,一般,近月,6,12700
2200,2020/9/8,MTX,202010,12614,一般,遠月,28,12600
2201,2020/9/9,MTX,202009W2,12568,盤後,近週,0,12550
2201,2020/9/9,MTX,202009,12542,盤後,近月,5,12550
2201,2020/9/9,MTX,202010,12489,盤後,遠月,27,12500
2202,2020/9/9,MTX,202009W2,12594,一般,近週,0,12600
2202,2020/9/9,MTX,202009,12599,一般,近月,5,12600
2202,2020/9/9,MTX,202010,12540,一般,遠月,27,12500
2203,2020/9/10,MTX,202009,12663,盤後,近月,4,12650
2203,2020/9/10,MTX,202010,12601,盤後,遠月,26,12600
2204,2020/9/10,MTX,202009,12698,一般,近月,4,12700
2204,2020/9/10,MTX,202010,12629,一般,遠月,26,12600
2205,2020/9/11,MTX,202009,12621,盤後,近月,3,12600
2205,2020/9/11,MTX,202010,12549,盤後,遠月,25,12500
2206,2020/9/11,MTX,202009,12664,一般,近月,3,12650
2206,2020/9/11,MTX,202010,12599,一般,遠月,25,12600
2207,2020/9/14,MTX,202009,12633,盤後,近月,2,12650
2207,2020/9/14,MTX,202010,12571,盤後,遠月,24,12600
2208,2020/9/14,MTX,202009,12785,一般,近月,2,12800
2208,2020/9/14,MTX,202010,12719,一般,遠月,24,12700
2209,2020/9/15,MTX,202009,12797,盤後,近月,1,12800
2209,2020/9/15,MTX,202010,12730,盤後,遠月,23,12700
2210,2020/9/15,MTX,202009,12844,一般,近月,1,12850
2210,2020/9/15,MTX,202010,12782,一般,遠月,23,12800
2211,2020/9/16,MTX,202009,12942,盤後,近月,0,12950
2211,2020/9/16,MTX,202010,12886,盤後,遠月,22,12900
2212,2020/9/16,MTX,202009,12969,一般,近月,0,12950
2212,2020/9/16,MTX,202009W4,12929,一般,遠週,5,12950
2212,2020/9/16,MTX,202010,12901,一般,遠月,22,12900
2213,2020/9/17,MTX,202009W4,12921,盤後,近週,4,12900
2213,2020/9/17,MTX,202010,12880,盤後,近月,21,12900
2213,2020/9/17,MTX,202011,12848,盤後,遠月,41,12800
2214,2020/9/17,MTX,202009W4,12856,一般,近週,4,12850
2214,2020/9/17,MTX,202010,12815,一般,近月,21,12800
2214,2020/9/17,MTX,202011,12779,一般,遠月,41,12800
2215,2020/9/18,MTX,202009W4,12869,盤後,近週,3,12850
2215,2020/9/18,MTX,202010,12834,盤後,近月,20,12800
2215,2020/9/18,MTX,202011,12798,盤後,遠月,40,12800
2216,2020/9/18,MTX,202009W4,12864,一般,近週,3,12850
2216,2020/9/18,MTX,202010,12834,一般,近月,20,12800
2216,2020/9/18,MTX,202011,12792,一般,遠月,40,12800
2217,2020/9/21,MTX,202009W4,12816,盤後,近週,2,12800
2217,2020/9/21,MTX,202010,12771,盤後,近月,19,12800
2217,2020/9/21,MTX,202011,12730,盤後,遠月,39,12700
2218,2020/9/21,MTX,202009W4,12721,一般,近週,2,12700
2218,2020/9/21,MTX,202010,12660,一般,近月,19,12700
2218,2020/9/21,MTX,202011,12615,一般,遠月,39,12600
2219,2020/9/22,MTX,202009W4,12695,盤後,近週,1,12700
2219,2020/9/22,MTX,202010,12629,盤後,近月,18,12600
2219,2020/9/22,MTX,202011,12586,盤後,遠月,38,12600
2220,2020/9/22,MTX,202009W4,12623,一般,近週,1,12600
2220,2020/9/22,MTX,202010,12508,一般,近月,18,12500
2220,2020/9/22,MTX,202011,12460,一般,遠月,38,12500
2221,2020/9/23,MTX,202009W4,12670,盤後,近週,0,12650
2221,2020/9/23,MTX,202010,12566,盤後,近月,17,12600
2221,2020/9/23,MTX,202011,12515,盤後,遠月,37,12500
2222,2020/9/23,MTX,202009W4,12578,一般,近週,0,12600
2222,2020/9/23,MTX,202010,12528,一般,近月,17,12500
2222,2020/9/23,MTX,202009W5,12593,一般,遠週,5,12600
2222,2020/9/23,MTX,202011,12480,一般,遠月,37,12500
2223,2020/9/24,MTX,202009W5,12482,盤後,近週,4,12500
2223,2020/9/24,MTX,202010,12416,盤後,近月,16,12400
2223,2020/9/24,MTX,202011,12372,盤後,遠月,36,12400
2224,2020/9/24,MTX,202009W5,12253,一般,近週,4,12250
2224,2020/9/24,MTX,202010,12177,一般,近月,16,12200
2224,2020/9/24,MTX,202011,12127,一般,遠月,36,12100
2225,2020/9/25,MTX,202009W5,12295,盤後,近週,3,12300
2225,2020/9/25,MTX,202010,12255,盤後,近月,15,12300
2225,2020/9/25,MTX,202011,12202,盤後,遠月,35,12200
2226,2020/9/25,MTX,202009W5,12244,一般,近週,3,12250
2226,2020/9/25,MTX,202010,12197,一般,近月,15,12200
2226,2020/9/25,MTX,202011,12148,一般,遠月,35,12100
2227,2020/9/28,MTX,202009W5,12307,盤後,近週,2,12300
2227,2020/9/28,MTX,202010,12268,盤後,近月,14,12300
2227,2020/9/28,MTX,202011,12221,盤後,遠月,34,12200
2228,2020/9/28,MTX,202009W5,12457,一般,近週,2,12450
2228,2020/9/28,MTX,202010,12419,一般,近月,14,12400
2228,2020/9/28,MTX,202011,12369,一般,遠月,34,12400
2229,2020/9/29,MTX,202009W5,12507,盤後,近週,1,12500
2229,2020/9/29,MTX,202010,12468,盤後,近月,13,12500
2229,2020/9/29,MTX,202011,12414,盤後,遠月,33,12400
2230,2020/9/29,MTX,202009W5,12457,一般,近週,1,12450
2230,2020/9/29,MTX,202010,12420,一般,近月,13,12400
2230,2020/9/29,MTX,202011,12373,一般,遠月,33,12400
2231,2020/9/30,MTX,202009W5,12474,盤後,近週,0,12450
2231,2020/9/30,MTX,202010,12451,盤後,近月,12,12500
2231,2020/9/30,MTX,202011,12402,盤後,遠月,32,12400
2232,2020/9/30,MTX,202009W5,12530,一般,近週,0,12550
2232,2020/9/30,MTX,202010,12471,一般,近月,12,12500
2232,2020/9/30,MTX,202010W1,12506,一般,遠週,3,12500
2232,2020/9/30,MTX,202011,12422,一般,遠月,32,12400
2233,2020/10/5,MTX,202010W1,12560,盤後,近週,2,12550
2233,2020/10/5,MTX,202010,12530,盤後,近月,11,12500
2233,2020/10/5,MTX,202011,12476,盤後,遠月,31,12500
2234,2020/10/5,MTX,202010W1,12561,一般,近週,2,12550
2234,2020/10/5,MTX,202010,12530,一般,近月,11,12500
2234,2020/10/5,MTX,202011,12484,一般,遠月,31,12500
2235,2020/10/6,MTX,202010W1,12656,盤後,近週,1,12650
2235,2020/10/6,MTX,202010,12625,盤後,近月,10,12600
2235,2020/10/6,MTX,202011,12578,盤後,遠月,30,12600
2236,2020/10/6,MTX,202010W1,12702,一般,近週,1,12700
2236,2020/10/6,MTX,202010,12675,一般,近月,10,12700
2236,2020/10/6,MTX,202011,12627,一般,遠月,30,12600
2237,2020/10/7,MTX,202010W1,12641,盤後,近週,0,12650
